name,country,gross,runtime,rating,released,year,month,y2,T_year,adj_gross,school
The BFG,USA,55483770,117,PG,7/1/2016,2016,7,2016,TRUE,55483770,Break
The Finest Hours,USA,27550735,117,PG-13,1/29/2016,2016,1,2016,TRUE,27550735,Session
Popstar: Never Stop Never Stopping,USA,9393835,87,R,6/3/2016,2016,6,2016,TRUE,9393835,Break
How to Be Single,USA,46813366,110,R,2/12/2016,2016,2,2016,TRUE,46813366,Session
Pete's Dragon,USA,76204454,102,PG,8/12/2016,2016,8,2016,TRUE,76204454,Break
Money Monster,USA,41012075,98,R,5/13/2016,2016,5,2016,TRUE,41012075,Break
Free State of Jones,USA,20758378,139,R,6/24/2016,2016,6,2016,TRUE,20758378,Break
Mother's Day,USA,32463917,118,PG-13,4/29/2016,2016,4,2016,TRUE,32463917,Session
Rules Don't Apply,USA,3647836,127,PG-13,11/23/2016,2016,11,2016,TRUE,3647836,Session
Boo! A Madea Halloween,USA,73159525,103,PG-13,10/21/2016,2016,10,2016,TRUE,73159525,Session
In a Valley of Violence,USA,50381,104,R,10/21/2016,2016,10,2016,TRUE,50381,Session
The Forest,USA,26583369,93,PG-13,1/8/2016,2016,1,2016,TRUE,26583369,Session
Whiskey Tango Foxtrot,USA,23049575,112,R,3/4/2016,2016,3,2016,TRUE,23049575,Session
The Birth of a Nation,USA,15858754,120,R,10/7/2016,2016,10,2016,TRUE,15858754,Session
Keanu,USA,20566327,100,R,4/29/2016,2016,4,2016,TRUE,20566327,Session
Miracles from Heaven,USA,61693523,109,PG,3/16/2016,2016,3,2016,TRUE,61693523,Session
The Boss,USA,63034755,99,R,4/8/2016,2016,4,2016,TRUE,63034755,Session
Bad Santa 2,USA,17664973,92,R,11/23/2016,2016,11,2016,TRUE,17664973,Session
Mr. Church,USA,685143,104,PG-13,9/16/2016,2016,9,2016,TRUE,685143,Session
Meet the Blacks,USA,9093856,94,R,4/1/2016,2016,4,2016,TRUE,9093856,Session
The Disappointments Room,USA,2411580,85,R,9/9/2016,2016,9,2016,TRUE,2411580,Session
My Big Fat Greek Wedding 2,USA,59573085,94,PG-13,3/25/2016,2016,3,2016,TRUE,59573085,Session
Almost Christmas,USA,41715860,111,PG-13,11/11/2016,2016,11,2016,TRUE,41715860,Session
Incarnate,USA,4790573,91,PG-13,12/2/2016,2016,12,2016,TRUE,4790573,Break
Complete Unknown,USA,166827,91,R,8/26/2016,2016,8,2016,TRUE,166827,Break
Indignation,USA,3399841,110,R,8/11/2016,2016,8,2016,TRUE,3399841,Break
The Darkness,USA,10732841,92,PG-13,5/13/2016,2016,5,2016,TRUE,10732841,Break
The Hollars,USA,1016872,88,PG-13,8/26/2016,2016,8,2016,TRUE,1016872,Break
Middle School: The Worst Years of My Life,USA,19985196,92,PG,10/7/2016,2016,10,2016,TRUE,19985196,Session
Goat,USA,23020,96,R,9/23/2016,2016,9,2016,TRUE,23020,Session
Risen,USA,36874745,107,PG-13,2/19/2016,2016,2,2016,TRUE,36874745,Session
Mothers and Daughters,USA,28368,90,PG-13,5/6/2016,2016,5,2016,TRUE,28368,Break
Batman: The Killing Joke,USA,3775000,76,R,7/25/2016,2016,7,2016,TRUE,3775000,Break
The Eyes of My Mother,USA,25981,76,R,12/2/2016,2016,12,2016,TRUE,25981,Break
