name,country,gross,runtime,rating,released,year,month,y2,T_year,adj_gross,school
Requiem for a Dream,USA,3609278,102,R,12/15/2000,2000,12,2000,TRUE,5030499.332,Break
Gladiator,USA,187705427,155,R,5/5/2000,2000,5,2000,TRUE,261617981.5,Break
American Psycho,USA,15070285,102,R,4/14/2000,2000,4,2000,TRUE,21004494.15,Session
The Patriot,USA,113330342,165,R,6/28/2000,2000,6,2000,TRUE,157956303.1,Break
Remember the Titans,USA,115654751,113,PG,9/29/2000,2000,9,2000,TRUE,161195992,Session
Unbreakable,USA,95011339,106,PG-13,11/22/2000,2000,11,2000,TRUE,132423846.9,Session
Almost Famous,USA,32534850,122,R,9/22/2000,2000,9,2000,TRUE,45346061.23,Session
Cast Away,USA,233632142,143,PG-13,12/22/2000,2000,12,2000,TRUE,325629207.3,Break
X-Men,USA,157299717,104,PG-13,7/14/2000,2000,7,2000,TRUE,219239449.3,Break
Hollow Man,USA,73209340,112,R,8/4/2000,2000,8,2000,TRUE,102036899.3,Break
Scary Movie,USA,157019771,88,R,7/7/2000,2000,7,2000,TRUE,218849269.3,Break
The Beach,USA,39785027,119,R,2/11/2000,2000,2,2000,TRUE,55451132.26,Session
What Lies Beneath,USA,155464351,130,PG-13,7/21/2000,2000,7,2000,TRUE,216681373.3,Break
Final Destination,USA,53331147,98,R,3/17/2000,2000,3,2000,TRUE,74331292.67,Session
Charlie's Angels,USA,125305545,98,PG-13,11/3/2000,2000,11,2000,TRUE,174646968.3,Session
Road Trip,USA,68540777,93,R,5/19/2000,2000,5,2000,TRUE,95530001.54,Break
Gone in Sixty Seconds,USA,101648571,118,PG-13,6/9/2000,2000,6,2000,TRUE,141674614.3,Break
The Cell,USA,61334059,107,R,8/18/2000,2000,8,2000,TRUE,85485502.31,Break
How the Grinch Stole Christmas,USA,260044825,104,PG,11/17/2000,2000,11,2000,TRUE,362442382.8,Session
Mission to Mars,USA,60883407,114,PG,3/10/2000,2000,3,2000,TRUE,84857397.58,Session
Mission: Impossible II,USA,215409889,123,PG-13,5/24/2000,2000,5,2000,TRUE,300231598.3,Break
Bring It On,USA,68379000,98,PG-13,8/25/2000,2000,8,2000,TRUE,95304521.79,Break
Erin Brockovich,USA,125595205,131,R,3/17/2000,2000,3,2000,TRUE,175050687.4,Session
Miss Congeniality,USA,106807667,109,PG-13,12/22/2000,2000,12,2000,TRUE,148865201.7,Break
What Women Want,USA,182811707,127,PG-13,12/15/2000,2000,12,2000,TRUE,254797266.9,Break
Little Nicky,USA,39464775,90,PG-13,11/10/2000,2000,11,2000,TRUE,55004774.99,Session
Coyote Ugly,USA,60786269,100,PG-13,8/4/2000,2000,8,2000,TRUE,84722009.66,Break
The Emperor's New Groove,USA,89302687,78,G,12/15/2000,2000,12,2000,TRUE,124467305.5,Break
Battlefield Earth,USA,21471685,118,PG-13,5/12/2000,2000,5,2000,TRUE,29926566.21,Break
The Road to El Dorado,USA,50863742,89,PG,3/31/2000,2000,3,2000,TRUE,70892300.38,Session
Pitch Black,USA,39240659,109,R,2/18/2000,2000,2,2000,TRUE,54692409.09,Session
The Replacements,USA,44737059,118,PG-13,8/11/2000,2000,8,2000,TRUE,62353120.32,Break
"Me, Myself & Irene",USA,90570999,116,R,6/23/2000,2000,6,2000,TRUE,126235039.2,Break
Bootmen,USA,21172,100,R,10/5/2000,2000,10,2000,TRUE,29508.87459,Session
Best in Show,USA,18621249,90,PG-13,10/20/2000,2000,10,2000,TRUE,25953717.24,Session
Dinosaur,USA,137748063,82,PG,5/19/2000,2000,5,2000,TRUE,191988962.6,Break
Bedazzled,USA,37879996,93,PG-13,10/20/2000,2000,10,2000,TRUE,52795959.35,Session
Meet the Parents,USA,166244045,108,PG-13,10/6/2000,2000,10,2000,TRUE,231705775.3,Session
Scream 3,USA,89138076,116,R,2/4/2000,2000,2,2000,TRUE,124237875.8,Session
Frequency,USA,45010278,118,PG-13,4/28/2000,2000,4,2000,TRUE,62733924.46,Session
Men of Honor,USA,48818921,129,R,11/10/2000,2000,11,2000,TRUE,68042292.52,Session
The Perfect Storm,USA,182618434,130,PG-13,6/30/2000,2000,6,2000,TRUE,254527889,Break
The Whole Nine Yards,USA,57262492,98,R,2/18/2000,2000,2,2000,TRUE,79810678.96,Session
Pay It Forward,USA,33519628,123,PG-13,10/20/2000,2000,10,2000,TRUE,46718614.15,Session
"Dude, Where's My Car?",USA,46729800,83,PG-13,12/15/2000,2000,12,2000,TRUE,65130540.7,Break
Where the Heart Is,USA,33771174,120,PG-13,4/28/2000,2000,4,2000,TRUE,47069211.14,Session
Boiler Room,USA,16938179,120,R,2/18/2000,2000,2,2000,TRUE,23607906.66,Session
The Flintstones in Viva Rock Vegas,USA,35268275,90,PG,4/28/2000,2000,4,2000,TRUE,49155823.91,Session
Nutty Professor II: The Klumps,USA,123309890,106,PG-13,7/28/2000,2000,7,2000,TRUE,171865486.5,Break
Center Stage,USA,17174870,115,PG-13,5/12/2000,2000,5,2000,TRUE,23937799.21,Break
Next Friday,USA,57328603,98,R,1/12/2000,2000,1,2000,TRUE,79902822.42,Session
The Family Man,USA,75793305,125,PG-13,12/22/2000,2000,12,2000,TRUE,105638349.3,Break
The Legend of Bagger Vance,USA,30695227,126,PG-13,11/3/2000,2000,11,2000,TRUE,42782051.95,Session
Keeping the Faith,USA,37047880,128,PG-13,4/14/2000,2000,4,2000,TRUE,51636181.97,Session
Shanghai Noon,USA,56937502,110,PG-13,5/26/2000,2000,5,2000,TRUE,79357718.02,Break
All the Pretty Horses,USA,15527125,116,PG-13,12/25/2000,2000,12,2000,TRUE,21641223.52,Break
Big Momma's House,USA,117559438,99,PG-13,6/2/2000,2000,6,2000,TRUE,163850685.5,Break
Space Cowboys,USA,90464773,130,PG-13,8/4/2000,2000,8,2000,TRUE,126086984.7,Break
The 6th Day,USA,34604280,123,PG-13,11/17/2000,2000,11,2000,TRUE,48230368.35,Session
28 Days,USA,37170488,103,PG-13,4/14/2000,2000,4,2000,TRUE,51807069.18,Session
Vertical Limit,USA,69243859,124,PG-13,12/8/2000,2000,12,2000,TRUE,96509935.35,Break
The Crew,USA,13019253,88,PG-13,8/25/2000,2000,8,2000,TRUE,18145829.59,Break
Love & Basketball,USA,27441122,124,PG-13,4/21/2000,2000,4,2000,TRUE,38246581.69,Session
Romeo Must Die,USA,55973336,115,R,3/22/2000,2000,3,2000,TRUE,78013893.46,Session
You Can Count on Me,USA,9180275,111,R,12/22/2000,2000,12,2000,TRUE,12795181.54,Break
Dracula 2000,USA,33022767,99,R,12/22/2000,2000,12,2000,TRUE,46026104.76,Break
Autumn in New York,USA,37752931,103,PG-13,8/11/2000,2000,8,2000,TRUE,52618860.11,Break
Titan A.E.,USA,22751979,94,PG,6/16/2000,2000,6,2000,TRUE,31711000.14,Break
Whatever It Takes,USA,8735529,94,PG-13,3/24/2000,2000,3,2000,TRUE,12175308.41,Session
Dungeons & Dragons,USA,15220685,107,PG-13,12/8/2000,2000,12,2000,TRUE,21214116.98,Break
The Adventures of Rocky & Bullwinkle,USA,26000610,92,PG,6/30/2000,2000,6,2000,TRUE,36238840.91,Break
Reindeer Games,USA,23360779,104,R,2/25/2000,2000,2,2000,TRUE,32559526.63,Session
Red Planet,USA,17480890,106,PG-13,11/10/2000,2000,11,2000,TRUE,24364320.36,Session
102 Dalmatians,USA,66957026,100,G,11/22/2000,2000,11,2000,TRUE,93322618.69,Session
Loser,USA,15618626,98,PG-13,7/21/2000,2000,7,2000,TRUE,21768754.76,Break
Supernova,USA,14218868,90,PG-13,1/14/2000,2000,1,2000,TRUE,19817815.63,Session
Wonder Boys,USA,19389454,107,R,2/25/2000,2000,2,2000,TRUE,27024417.46,Session
The Kid,USA,69691949,104,PG,7/7/2000,2000,7,2000,TRUE,97134469.24,Break
Get Carter,USA,14967182,102,R,10/6/2000,2000,10,2000,TRUE,20860792.39,Session
Return to Me,USA,32662299,115,PG,4/7/2000,2000,4,2000,TRUE,45523695.68,Session
Book of Shadows: Blair Witch 2,USA,26437094,90,R,10/27/2000,2000,10,2000,TRUE,36847198.72,Session
The Yards,USA,882710,115,R,10/27/2000,2000,10,2000,TRUE,1230293.722,Session
Proof of Life,USA,32598931,135,R,12/8/2000,2000,12,2000,TRUE,45435375.33,Break
Ready to Rumble,USA,12372410,107,PG-13,4/7/2000,2000,4,2000,TRUE,17244279.95,Session
The Watcher,USA,28927720,97,R,9/8/2000,2000,9,2000,TRUE,40318555.71,Session
The Skulls,USA,35007180,106,PG-13,3/31/2000,2000,3,2000,TRUE,48791917.83,Session
Beautiful,USA,3060963,112,PG-13,9/29/2000,2000,9,2000,TRUE,4266274.952,Session
The Way of the Gun,USA,6055661,119,R,9/8/2000,2000,9,2000,TRUE,8440191.81,Session
My Dog Skip,USA,34099640,95,PG,3/3/2000,2000,3,2000,TRUE,47527016.83,Session
Dr. T & the Women,USA,13113041,122,R,10/13/2000,2000,10,2000,TRUE,18276548.38,Session
Boys and Girls,USA,20627372,94,PG-13,6/16/2000,2000,6,2000,TRUE,28749789.03,Break
Highlander: Endgame,USA,12801190,87,R,9/1/2000,2000,9,2000,TRUE,17841900.16,Session
Down to You,USA,20035310,91,PG-13,1/21/2000,2000,1,2000,TRUE,27924591.45,Session
The Ladies Man,USA,13592872,84,R,10/13/2000,2000,10,2000,TRUE,18945321.89,Session
Small Time Crooks,USA,17071230,94,PG,5/19/2000,2000,5,2000,TRUE,23793349,Break
The Contender,USA,17872723,126,R,10/13/2000,2000,10,2000,TRUE,24910445,Session
The Art of War,USA,30208599,117,R,8/25/2000,2000,8,2000,TRUE,42103805,Break
Bamboozled,USA,2185266,135,R,10/20/2000,2000,10,2000,TRUE,3045755.731,Session
Snow Day,USA,60020107,89,PG,2/11/2000,2000,2,2000,TRUE,83654156.91,Session
Leyenda urbana 2,USA,21468807,97,R,9/22/2000,2000,9,2000,TRUE,29922554.95,Session
Bounce,USA,36779296,106,PG-13,11/17/2000,2000,11,2000,TRUE,51261837.95,Session
Gossip,USA,5108820,90,R,4/21/2000,2000,4,2000,TRUE,7120514.296,Session
Bless the Child,USA,29374178,107,R,8/11/2000,2000,8,2000,TRUE,40940814.98,Break
Hamlet,USA,1568749,112,R,6/23/2000,2000,6,2000,TRUE,2186473.526,Break
Girlfight,USA,1523941,110,R,10/6/2000,2000,10,2000,TRUE,2124021.531,Session
Gun Shy,USA,1631839,101,R,2/4/2000,2000,2,2000,TRUE,2274406.405,Session
Lost Souls,USA,16779636,97,R,10/13/2000,2000,10,2000,TRUE,23386934.36,Session
Woman on Top,USA,5018450,92,R,9/22/2000,2000,9,2000,TRUE,6994559.403,Session
Duets,USA,4734235,112,R,9/15/2000,2000,9,2000,TRUE,6598429.382,Session
Animal Factory,USA,43805,94,R,8/1/2000,2000,8,2000,TRUE,61054.0455,Break
The In Crowd,USA,5217498,105,PG-13,7/19/2000,2000,7,2000,TRUE,7271986.309,Break
The Broken Hearts Club: A Romantic Comedy,USA,1744858,94,R,10/20/2000,2000,10,2000,TRUE,2431928.769,Session
Drowning Mona,USA,15427192,96,PG-13,3/3/2000,2000,3,2000,TRUE,21501940.01,Session
The Tigger Movie,USA,45554533,77,G,2/11/2000,2000,2,2000,TRUE,63492490.14,Session
Waking the Dead,USA,327418,105,R,3/24/2000,2000,3,2000,TRUE,456345.017,Session
Screwed,USA,7027345,81,PG-13,5/12/2000,2000,5,2000,TRUE,9794494.724,Break
I Dreamed of Africa,USA,6543194,114,PG-13,5/5/2000,2000,5,2000,TRUE,9119700.13,Break
Committed,USA,40361,98,R,7/14/2000,2000,7,2000,TRUE,56253.9055,Break
Here on Earth,USA,10494147,96,PG-13,3/24/2000,2000,3,2000,TRUE,14626415.44,Session
Timecode,USA,945041,97,R,4/28/2000,2000,4,2000,TRUE,1317168.73,Session
Chuck & Buck,USA,1050600,96,R,8/4/2000,2000,8,2000,TRUE,1464293.578,Break
The Next Best Thing,USA,14990582,108,PG-13,3/3/2000,2000,3,2000,TRUE,20893406.59,Session
Love & Sex,USA,546287,82,R,7/14/2000,2000,7,2000,TRUE,761397.8165,Break
The Specials,USA,12996,82,R,9/18/2000,2000,9,2000,TRUE,18113.42028,Session
What Planet Are You From?,USA,6291602,105,R,3/3/2000,2000,3,2000,TRUE,8769039.031,Session
Digimon: The Movie,USA,9628751,100,PG,10/6/2000,2000,10,2000,TRUE,13420253.43,Session
Sunset Strip,USA,3926,90,R,8/18/2000,2000,8,2000,TRUE,5471.936597,Break
Donnie Darko,USA,194220,113,R,10/26/2001,2001,10,2001,TRUE,263208.1284,Session
Lara Croft: Tomb Raider,USA,131144183,100,PG-13,6/15/2001,2001,6,2001,TRUE,177727396.6,Break
"Monsters, Inc.",USA,289916256,92,G,11/2/2001,2001,11,2001,TRUE,392896278.1,Session
Training Day,USA,76631907,122,R,10/5/2001,2001,10,2001,TRUE,103852027.7,Session
Legally Blonde,USA,96520674,96,PG-13,7/13/2001,2001,7,2001,TRUE,130805406,Break
The Fast and the Furious,USA,144533925,106,PG-13,6/22/2001,2001,6,2001,TRUE,195873256.6,Break
Shrek,USA,267665011,90,PG,5/18/2001,2001,5,2001,TRUE,362741255.2,Break
Hannibal,USA,165092268,131,R,2/9/2001,2001,2,2001,TRUE,223734048.4,Session
Blow,USA,52990775,124,R,4/6/2001,2001,4,2001,TRUE,71813421.43,Session
Planet of the Apes,USA,180011740,119,PG-13,7/27/2001,2001,7,2001,TRUE,243953007.8,Break
Ocean's Eleven,USA,183405771,116,PG-13,12/7/2001,2001,12,2001,TRUE,248552619.3,Break
Pearl Harbor,USA,198542554,183,PG-13,5/25/2001,2001,5,2001,TRUE,269066079.9,Break
Rock Star,USA,17008282,105,R,9/7/2001,2001,9,2001,TRUE,23049727.49,Session
A.I. Artificial Intelligence,USA,78616689,146,PG-13,6/29/2001,2001,6,2001,TRUE,106541816.4,Break
The Princess Diaries,USA,108248956,111,G,8/3/2001,2001,8,2001,TRUE,146699645.3,Break
Spy Kids,USA,112719001,88,PG,3/30/2001,2001,3,2001,TRUE,152757477.5,Session
Not Another Teen Movie,USA,38252284,89,R,12/14/2001,2001,12,2001,TRUE,51839728.55,Break
The Mummy Returns,USA,202019785,130,PG-13,5/4/2001,2001,5,2001,TRUE,273778444.6,Break
Vanilla Sky,USA,100614858,136,R,12/14/2001,2001,12,2001,TRUE,136353869.1,Break
A Knight's Tale,USA,56569702,132,PG-13,5/11/2001,2001,5,2001,TRUE,76663605.13,Break
Atlantis: The Lost Empire,USA,84052762,95,PG,6/15/2001,2001,6,2001,TRUE,113908815.6,Break
Scary Movie 2,USA,71308997,83,R,7/4/2001,2001,7,2001,TRUE,96638387.59,Break
From Hell,USA,31602566,122,R,10/19/2001,2001,10,2001,TRUE,42827990.16,Session
Thir13en Ghosts,USA,41867960,91,R,10/26/2001,2001,10,2001,TRUE,56739714.71,Session
American Pie 2,USA,145103595,108,R,8/10/2001,2001,8,2001,TRUE,196645276.8,Break
Serendipity,USA,50294317,90,PG-13,10/5/2001,2001,10,2001,TRUE,68159165.11,Session
Jurassic Park III,USA,181171875,92,PG-13,7/18/2001,2001,7,2001,TRUE,245525229.8,Break
Ali,USA,58203105,157,R,12/25/2001,2001,12,2001,TRUE,78877202.83,Break
Jay and Silent Bob Strike Back,USA,30059386,104,R,8/24/2001,2001,8,2001,TRUE,40736663.22,Break
Ghost World,USA,6217849,111,R,9/21/2001,2001,9,2001,TRUE,8426466.883,Session
Rat Race,USA,56618055,112,PG-13,8/17/2001,2001,8,2001,TRUE,76729133.41,Break
K-PAX,USA,50338485,120,PG-13,10/26/2001,2001,10,2001,TRUE,68219021.85,Session
Shallow Hal,USA,70836296,114,PG-13,11/9/2001,2001,11,2001,TRUE,95997780.32,Session
The Score,USA,71069884,124,R,7/13/2001,2001,7,2001,TRUE,96314340.2,Break
How High,USA,31155435,93,R,12/21/2001,2001,12,2001,TRUE,42222035.51,Break
Swordfish,USA,69772969,99,R,6/8/2001,2001,6,2001,TRUE,94556753.08,Break
The Pledge,USA,19719930,124,R,1/19/2001,2001,1,2001,TRUE,26724569.39,Session
Session 9,USA,378176,100,R,9/14/2001,2001,9,2001,TRUE,512506.4214,Session
Waking Life,USA,2892011,99,R,11/16/2001,2001,11,2001,TRUE,3919270.943,Session
Rush Hour 2,USA,226164286,90,PG-13,8/3/2001,2001,8,2001,TRUE,306499219.6,Break
Joe Dirt,USA,27087695,91,PG-13,4/11/2001,2001,4,2001,TRUE,36709409.45,Session
The Mexican,USA,66808615,123,R,3/2/2001,2001,3,2001,TRUE,90539442.46,Session
Joy Ride,USA,21973182,97,R,10/5/2001,2001,10,2001,TRUE,29778190.24,Session
Along Came a Spider,USA,74078174,104,R,4/6/2001,2001,4,2001,TRUE,100391193.2,Session
The Man Who Wasn't There,USA,7494849,116,R,11/16/2001,2001,11,2001,TRUE,10157065.07,Session
Save the Last Dance,USA,91057006,112,PG-13,1/12/2001,2001,1,2001,TRUE,123401009.8,Session
Behind Enemy Lines,USA,59068786,106,PG-13,11/30/2001,2001,11,2001,TRUE,80050379,Session
Bubble Boy,USA,5002310,84,PG-13,8/24/2001,2001,8,2001,TRUE,6779161.017,Break
Evolution,USA,38345494,101,PG-13,6/8/2001,2001,6,2001,TRUE,51966047.31,Break
Baby Boy,USA,28734552,130,R,6/27/2001,2001,6,2001,TRUE,38941240.1,Break
Kate & Leopold,USA,47121859,118,PG-13,12/25/2001,2001,12,2001,TRUE,63859830.68,Break
Heartbreakers,USA,40334024,123,PG-13,3/23/2001,2001,3,2001,TRUE,54660915.29,Session
Ghosts of Mars,USA,8434601,98,R,8/24/2001,2001,8,2001,TRUE,11430622.71,Break
Don't Say a Word,USA,55001642,113,R,9/28/2001,2001,9,2001,TRUE,74538560.65,Session
Osmosis Jones,USA,13596911,95,PG,8/10/2001,2001,8,2001,TRUE,18426616.7,Break
The Believer,USA,406035,98,R,8/23/2001,2001,8,2001,TRUE,550261.1081,Break
Sweet November,USA,25288103,119,PG-13,2/16/2001,2001,2,2001,TRUE,34270591.4,Session
Bandits,USA,41575141,123,PG-13,10/12/2001,2001,10,2001,TRUE,56342884.62,Session
The Last Castle,USA,18208078,131,R,10/19/2001,2001,10,2001,TRUE,24675698.34,Session
Valentine,USA,20384136,96,R,2/2/2001,2001,2,2001,TRUE,27624705.41,Session
15 Minutes,USA,24403552,120,R,3/9/2001,2001,3,2001,TRUE,33071842.49,Session
Hearts in Atlantis,USA,24185781,101,PG-13,9/28/2001,2001,9,2001,TRUE,32776717.9,Session
Pootie Tang,USA,3293258,81,PG-13,6/29/2001,2001,6,2001,TRUE,4463043.325,Break
The Majestic,USA,27807266,152,PG,12/21/2001,2001,12,2001,TRUE,37684576.46,Break
Life as a House,USA,15652637,125,R,11/9/2001,2001,11,2001,TRUE,21212549.12,Session
Someone Like You...,USA,27338033,97,PG-13,3/30/2001,2001,3,2001,TRUE,37048669.04,Session
America's Sweethearts,USA,93607673,102,PG-13,7/20/2001,2001,7,2001,TRUE,126857689.3,Break
Riding in Cars with Boys,USA,30165536,132,PG-13,10/19/2001,2001,10,2001,TRUE,40880518.34,Session
Jimmy Neutron: Boy Genius,USA,80936232,82,G,12/21/2001,2001,12,2001,TRUE,109685275.2,Break
Out Cold,USA,13903262,89,PG-13,11/21/2001,2001,11,2001,TRUE,18841785.45,Session
Cats & Dogs,USA,93385515,87,PG,7/4/2001,2001,7,2001,TRUE,126556619.4,Break
The Glass House,USA,18001232,106,PG-13,9/14/2001,2001,9,2001,TRUE,24395379.38,Session
The One,USA,43905746,87,PG-13,11/2/2001,2001,11,2001,TRUE,59501334.73,Session
O,USA,16017403,95,R,8/31/2001,2001,8,2001,TRUE,21706882.22,Break
Get Over It,USA,11560259,87,PG-13,3/9/2001,2001,3,2001,TRUE,15666533.49,Session
Final Fantasy: The Spirits Within,USA,32131830,106,PG-13,7/11/2001,2001,7,2001,TRUE,43545251.96,Break
Saving Silverman,USA,19351569,90,PG-13,2/9/2001,2001,2,2001,TRUE,26225364.32,Session
Summer Catch,USA,19693891,108,PG-13,8/24/2001,2001,8,2001,TRUE,26689281.18,Break
The Anniversary Party,USA,4013506,115,R,6/29/2001,2001,6,2001,TRUE,5439127.807,Break
Freddy Got Fingered,USA,14249005,87,R,4/20/2001,2001,4,2001,TRUE,19310338.47,Session
Sugar & Spice,USA,13276953,81,PG-13,1/26/2001,2001,1,2001,TRUE,17993007.67,Session
Monkeybone,USA,5411999,93,PG-13,2/23/2001,2001,2,2001,TRUE,7334374.049,Session
Hardball,USA,40219708,106,PG-13,9/14/2001,2001,9,2001,TRUE,54505993.55,Session
The Tailor of Panama,USA,13729742,109,R,3/30/2001,2001,3,2001,TRUE,18606630.09,Session
Domestic Disturbance,USA,45207112,89,PG-13,11/2/2001,2001,11,2001,TRUE,61264953.87,Session
Driven,USA,32616869,116,PG-13,4/27/2001,2001,4,2001,TRUE,44202579.77,Session
Hedwig and the Angry Inch,USA,3029081,95,R,8/31/2001,2001,8,2001,TRUE,4105029.043,Break
The Animal,USA,57743062,84,PG-13,6/1/2001,2001,6,2001,TRUE,78253749.75,Break
Head Over Heels,USA,10397365,86,PG-13,2/2/2001,2001,2,2001,TRUE,14090572.45,Session
Black Knight,USA,33422806,95,PG-13,11/21/2001,2001,11,2001,TRUE,45294790.51,Session
Crazy/Beautiful,USA,16929123,99,PG-13,6/29/2001,2001,6,2001,TRUE,22942450.73,Break
3000 Miles to Graceland,USA,15738632,125,R,2/23/2001,2001,2,2001,TRUE,21329090.06,Session
Exit Wounds,USA,51758599,101,R,3/16/2001,2001,3,2001,TRUE,70143569,Session
One Night at McCool's,USA,6290673,93,R,4/27/2001,2001,4,2001,TRUE,8525158.412,Session
Antitrust,USA,10965209,105,PG-13,1/12/2001,2001,1,2001,TRUE,14860118.11,Session
Angel Eyes,USA,24044532,102,R,5/18/2001,2001,5,2001,TRUE,32585296.4,Break
Max Keeble's Big Move,USA,17292381,86,PG,10/5/2001,2001,10,2001,TRUE,23434740.18,Session
Town & Country,USA,6719973,104,R,4/27/2001,2001,4,2001,TRUE,9106948.39,Session
American Outlaws,USA,13264986,94,PG-13,8/17/2001,2001,8,2001,TRUE,17976789.92,Break
What's the Worst That Could Happen?,USA,32095318,94,PG-13,6/1/2001,2001,6,2001,TRUE,43495770.68,Break
Texas Rangers,USA,623374,90,PG-13,11/30/2001,2001,11,2001,TRUE,844800.2463,Session
Tomcats,USA,13558739,95,R,3/30/2001,2001,3,2001,TRUE,18374885.78,Session
The Curse of the Jade Scorpion,USA,7496522,103,PG-13,8/24/2001,2001,8,2001,TRUE,10159332.33,Break
Dr. Dolittle 2,USA,112952899,87,PG,6/22/2001,2001,6,2001,TRUE,153074457.5,Break
Made,USA,5308707,95,R,8/31/2001,2001,8,2001,TRUE,7194392.1,Break
Glitter,USA,4273372,104,PG-13,9/21/2001,2001,9,2001,TRUE,5791299.794,Session
The Grey Zone,USA,517872,108,R,11/30/2001,2001,11,2001,TRUE,701823.2925,Session
Say It Isn't So,USA,5516708,95,R,3/23/2001,2001,3,2001,TRUE,7476276.324,Session
Bones,USA,7307756,96,R,10/24/2001,2001,10,2001,TRUE,9903515.496,Session
See Spot Run,USA,33357476,94,PG,3/2/2001,2001,3,2001,TRUE,45206254.9,Session
The Brothers,USA,27457409,106,R,3/23/2001,2001,3,2001,TRUE,37210448.12,Session
The Wash,USA,10097096,100,R,11/14/2001,2001,11,2001,TRUE,13683646.07,Session
The Deep End,USA,8821782,101,R,8/31/2001,2001,8,2001,TRUE,11955332.76,Break
The Forsaken,USA,7288451,90,R,4/27/2001,2001,4,2001,TRUE,9877353.242,Session
Corky Romano,USA,23978402,86,PG-13,10/12/2001,2001,10,2001,TRUE,32495676.62,Session
The Affair of the Necklace,USA,430313,100,R,12/7/2001,2001,12,2001,TRUE,583162.8018,Break
Recess: School's Out,USA,36696761,82,G,2/16/2001,2001,2,2001,TRUE,49731674.29,Session
Joe Somebody,USA,22770864,98,PG,12/21/2001,2001,12,2001,TRUE,30859213.76,Break
Soul Survivors,USA,3100650,84,PG-13,9/7/2001,2001,9,2001,TRUE,4202019.789,Session
Blow Dry,USA,637769,94,R,3/30/2001,2001,3,2001,TRUE,864308.4381,Session
Tortilla Soup,USA,4447014,102,PG-13,8/31/2001,2001,8,2001,TRUE,6026620.492,Break
Two Can Play That Game,USA,22235901,90,R,9/7/2001,2001,9,2001,TRUE,30134228.64,Session
Kingdom Come,USA,23247539,94,PG,4/11/2001,2001,4,2001,TRUE,31505206.62,Session
The Caveman's Valentine,USA,687194,105,R,9/20/2001,2001,9,2001,TRUE,931289.4995,Session
On the Line,USA,4356743,85,PG,10/26/2001,2001,10,2001,TRUE,5904284.682,Session
Gangs of New York,USA,77812000,167,R,12/20/2002,2002,12,2002,TRUE,103810031.6,Break
Spider-Man,USA,403706375,121,PG-13,5/3/2002,2002,5,2002,TRUE,538590083.1,Break
Catch Me If You Can,USA,164615351,141,PG-13,12/25/2002,2002,12,2002,TRUE,219615545,Break
A Walk to Remember,USA,41227069,101,PG,1/25/2002,2002,1,2002,TRUE,55001585.04,Session
The Lord of the Rings: The Two Towers,USA,342551365,179,PG-13,12/18/2002,2002,12,2002,TRUE,457002365,Break
The Ring,USA,129128133,115,PG-13,10/18/2002,2002,10,2002,TRUE,172271572.1,Session
8 Mile,USA,116724075,110,R,11/8/2002,2002,11,2002,TRUE,155723152.1,Session
Scooby-Doo,USA,153288182,100,PG,6/14/2002,2002,6,2002,TRUE,204503817.1,Break
Unfaithful,USA,52801000,124,R,5/10/2002,2002,5,2002,TRUE,70442521.44,Break
Minority Report,USA,132072926,145,PG-13,6/21/2002,2002,6,2002,TRUE,176200259.9,Break
Secretary,USA,4059680,107,R,10/11/2002,2002,10,2002,TRUE,5416073.473,Session
The Bourne Identity,USA,121661683,119,PG-13,6/14/2002,2002,6,2002,TRUE,162310481.1,Break
Road to Perdition,USA,104454762,117,R,7/12/2002,2002,7,2002,TRUE,139354497.3,Break
Sweet Home Alabama,USA,127223418,108,PG-13,9/27/2002,2002,9,2002,TRUE,169730466.3,Session
Star Wars: Episode II - Attack of the Clones,USA,310675583,142,PG,5/16/2002,2002,5,2002,TRUE,414476457.2,Break
We Were Soldiers,USA,78122718,138,R,3/1/2002,2002,3,2002,TRUE,104224564.6,Session
Panic Room,USA,96397334,112,R,3/29/2002,2002,3,2002,TRUE,128604974.7,Session
Insomnia,USA,67355513,118,R,5/24/2002,2002,5,2002,TRUE,89859892.21,Break
Equilibrium,USA,1203974,107,R,12/6/2002,2002,12,2002,TRUE,1606237.842,Break
Men in Black II,USA,190418803,88,PG-13,7/3/2002,2002,7,2002,TRUE,254040276,Break
Signs,USA,227966634,106,PG-13,8/2/2002,2002,8,2002,TRUE,304133340.3,Break
Star Trek: Nemesis,USA,43254409,116,PG-13,12/13/2002,2002,12,2002,TRUE,57706286.5,Break
Ice Age,USA,176387405,81,PG,3/15/2002,2002,3,2002,TRUE,235320800,Session
xXx,USA,142109382,124,PG-13,8/9/2002,2002,8,2002,TRUE,189590030.3,Break
The Hot Chick,USA,35081594,104,PG-13,12/13/2002,2002,12,2002,TRUE,46802824.52,Break
Lilo & Stitch,USA,145794338,85,PG,6/21/2002,2002,6,2002,TRUE,194506179.4,Break
Austin Powers in Goldmember,USA,213307889,94,PG-13,7/26/2002,2002,7,2002,TRUE,284576912.3,Break
Frida,USA,25885000,123,R,11/22/2002,2002,11,2002,TRUE,34533525.26,Session
Orange County,USA,41032915,82,PG-13,1/11/2002,2002,1,2002,TRUE,54742561.59,Session
Treasure Planet,USA,38176783,95,PG,11/27/2002,2002,11,2002,TRUE,50932157.63,Session
Reign of Fire,USA,43061982,101,PG-13,7/12/2002,2002,7,2002,TRUE,57449567.06,Break
